item_id,description,profit_margin_2023,profit_percent_total
1490,vp mighty jr angry animals mad cow,12990.0,0.002388185696279054
392,bandeja sanit. gato l / betta,12850.0,0.0023624469743792026
566,zeedog neopro green leash small,12807.0,0.0023545415097956765
883,coastal style trailla resolve m 1,12590.0,0.0023146464908509073
1212,zeus trailla dobl asa  s  rojo 1,12580.0,0.002312808010715204
466,zd crimson air-leash,12535.0,0.002304534850104537
547,transportin avior,11897.0,0.002187239817446644
1221,zeedog atlanta collar large,11841.0,0.0021769443286867034
65,ps dental solutions starter kit,11824.0,0.0021738189124560067
1125,honey leash small,11689.800000000003,0.0021491465090348644
1503,zeedog atlanta h-harness medium,11406.0,0.002096970442783594
1630,habitrail retreat kit,11321.0,0.002081343361630113
967,naxpet 30 mg x 10 comp. raza gde.,11310.0,0.002079321033480839
829,zeedog nara adjustable air mesh harness small,11228.0,0.0020642454963680688
191,zeedog ella leash large,11144.0,0.002048802263228158
1349,le salon essential cepillo carda small,10992.0,0.0020208573651654626
1033,zeedog prisma leash large,10938.0,0.0020109295724326627
1312,zeedog gotham collar medium,10928.0,0.0020090910922969593
315,zeedog phantom h-harness large,10796.0,0.001984823154505671
927,sand leash large,10640.0,0.0019561428643886936
186,rueda de erizo/roedor,10550.0,0.0019395965431673607
285,zeedog finger puppets,10294.0,0.0018925314516933473
924,capa polar chiporro t/8 cata pets,10258.0,0.0018859129232048138
1041,lola h-harness medium,10092.0,0.0018553941529521334
560,nm 3in1 odor destroyer,9990.0,0.0018366416555679558
1633,tx arnes para auto s 30-60 cm,9708.0,0.0017847965157411125
1218,advantix 25-40 kg,9574.0,0.0017601608819226837
0,zeedog nara leash small,9402.0,0.0017285390235885806
1295,lw set arnes y correa peq animales  m ,9376.0,0.0017237589752357512
420,catit filtro fuente triple accion 2 un,9315.0,0.001712544246407959
728,sand adjustable air mesh harness large,9165.0,0.001684967044372404
717,dogti toallitas de limpieza ojos 70un,9092.0,0.001671546139381767
116,zeedog gotham h-harness small,8998.0,0.0016542644261061529
778,zeedog atlanta h-harness small,8910.0,0.0016380858009119607
109,zd smash leash large,8888.0,0.0016340411446134127
127,power ultra 11 - 20  kg,8805.0,0.001618781759487072
145,pawise arnes y cinturon de seguridad m,8704.0,0.0016002131101164653
1488,coastal lazer brite collar pink multi flowers l,8694.0,0.0015983746299807616
1489,le salon cortauñas alicate ergonomico,8648.0,0.001589917621356525
939,columbia leash large,8548.0,0.0015715328199994883
1152,coastal new earth collar de soya menta l,8534.0,0.001568958947809503
951,zeus trailla dobl asa  m  fucsia 1,8390.0,0.0015424848338553702
1651,zd neon coral h-harness extra small,8388.0,0.0015421171378282297
792,zd smash collar large,8378.0,0.001540278657692526
1219,small heart aluminum pink (my family),8288.0,0.001523732336471193
1319,zd cali dos air-leash,8263.0,0.001519136136131934
980,coastal k9 explorer arnes acolchado naranja s,8223.0,0.0015117822155891192
1520,coastal lazer brite trailla bones m,8139.0,0.0014963389824492086
730,collar cuero nº 5 (g. araya),8100.0,0.0014891689099199642
1429,parka impermeable talla 10,8084.0,0.0014862273417028385
982,ampolleta repti glo 5.0 tropical 26 w,8055.0,0.0014808957493092976
175,zd bordeau collar large,8046.0,0.0014792411171871643
