item_id,description,profit_margin_2023,profit_percent_total
893,fancy feast petits filets atun 85 g,3654.0,0.0006717806415861172
866,small round aluminum red (my family),3606.0,0.0006629559369347397
150,hartz chew n clean tuff bone dog toy - small,3513.0,0.0006458580716726956
1236,arnes nacional chico a. doctor,3498.0,0.0006431003514691401
704,laguna collar medium,3484.3999999999996,0.000640600018484583
1317,zeedog mahalo leash small,3438.0,0.0006320694706549182
1469,zeus collar ajustable  xl  rojo,3280.0,0.0006030214845108003
200,pawise hollow pollito,3214.0,0.0005908875156151562
610,pink led cat collar,3150.0,0.0005791212427466527
1409,paracan cachorro 15 ml,2949.0,0.0005421677920190092
1383,fancy feast tartare atun 85 g,2691.0,0.0004947350045178548
4,galgovet,2596.0,0.0004772694432286701
1438,botella 100 ml peq animales,2318.0,0.0004261596954561083
1751,zeus arnes fig. a  s  grafito,2307.0,0.00042413736730683425
948,small bone aluminum light blue (my family),2279.0,0.000418989622926864
694,canine k/d x  lata x 370 gms,2198.0,0.00040409793382766436
1012,plato antideslizante luna / m,2142.0,0.0003938024450677239
247,capa polar c/chiporro t-s (1)  a. doctor,2103.0,0.0003866323725384796
830,tramadol iny. dosis 0.5,2096.0,0.0003853454364434871
8,arnes nacional grande a. doctor,2083.0,0.0003829554122670723
635,ehliquantel sobre x 1 comp. (ant.),2044.0,0.000375785339737828
1543,"dogit cuerdas anudadas celeste ""s""",2040.0,0.00037504994768354657
1637,small round aluminum blue (my family),1997.0,0.00036714448310002084
1230,collar isabelino 7.5 cm nº(0),1836.0,0.0003375449529151919
1652,easy to clean collection bags,1704.0,0.0003132770151239036
330,miracanis pasta ,1699.0,0.00031235777505605176
780,bliss cat collar,1483.0,0.0002726466041248527
700,tx 2 pelotas yute catnip,1360.0,0.0002500332984556977
1394,royal canin kitten lata 145 gr,1335.0,0.0002454370981164386
1043,lactadiet 7.5 gr sobre calostro,1080.0,0.00019855585465599523
1369,zeedog maze cat collar,1079.0,0.00019837200664242485
898,pawise collar azul ondas,937.0,0.0001722655887154329
669,collar c/hueso grande a. doctor,904.0,0.00016619860426761083
598,ratones de piel 24 por caja tipo,536.0,9.854253527371616e-05
682,hidrocortisona dosis,366.0,6.728837296675394e-05
1421,polivitaminico b1-b2-b6 50mk iny,350.0,6.434680474962808e-05
1151,pederol clortetraciclina2% 250ml (dosis),28.0,5.147744379970247e-06
1496,fox terrier (my family),0.0,0.0
965,parka t/6 cata pets,0.0,0.0
1024,afp chill out ice bandana,0.0,0.0
909,pawise fetch it  hipopotamo,0.0,0.0
1345,ehliprofeno 20 mg x 10 comp,0.0,0.0
348,dreamwell cama rectangular gris/blanco,0.0,0.0
55,coastal comfort soft arnes lima m,0.0,0.0
798,jaula cage cavie 60,0.0,0.0
833,apoquel 5,0.0,0.0
1760,zeedog skull collar cat,0.0,0.0
